scientific_name,common_name_uk,edibility_status,has_photos,in_top20,is_popular,is_poisonous,is_deadly,is_red_listed,rarity_label_uk,in_ai_recognition,has_ai_prompt,legacy_id,zones,key_features_ai,season,photo_path
Lactarius acris,Хрящ-молочник червоніючий,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Чернівецька,"• Шапка: 3–7 (9) см, м’ясиста, розпростерта, з горбом або лійковидна, часом асиметрична; сірувато-руда, сірувато-каштанова, сіро-коричнева, з оливковим відтінком, з віком часто вицвітає до жовтуватої; з невиразними концентричними зонами. • Пластинки: спускаються на ніжку, густі, вузькі, кремові, при пошкодженні червоніють. • Ніжка: 4–7 × 0,8–1,5 см, циліндрична, щільна, біла або кольору шапки, при дотику червоніє. • М’якоть: білий, на зламі червоніє, злегка гіркуватий, з неприємним запахом. • Споровий порошок: світло-вохряний. • Молочний сік: білий, на повітрі червоніє, при відділенні від м’якуша не змінюється, пекуче-їдкий.",липень — жовтень.,
Lactarius chrysorrheus,Хрящ-молочник золотисто-жовтий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 4–9 см, опукло-розпростерта, згодом увігнуто-розпростерта, часто з невиразними концентричними зонами; вохряно-червонувато-оранжева, м’ясо-червона, з темнішими зонами; гола, гладенька, суха. • Пластинки: спускаються на ніжку, густі, вузькі, білуваті, згодом кремові, при пошкодженні жовтіють. • Ніжка: 3–6 × 0,8–1,5 см, циліндрична, щільна, з віком з порожниною, вгорі білувата, нижче кольору шапки. • М’якоть: білий, на зламі жовтіє, без особливого запаху; смак пекуче-їдкий. • Споровий порошок: світло-вохряний. • Молочний сік: білий, на повітрі швидко стає сірчано-жовтим, пекуче-їдкий.",липень — жовтень.,
Lactarius theiogalus,Хрящ-молочник болотний,inedible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2,5–5 (7) см, опукло-розпростерта, згодом увігнуто-розпростерта, з підігнутим краєм; м’ясо-цегляна, рудувато-оранжево-червонувата, рудувато-червонувато-коричнювата; гола, суха. • Пластинки: спускаються на ніжку, густі, вузькі, кремові, згодом вохряні, при пошкодженні жовтіють. • Ніжка: 3–6 × 0,4–1 см, циліндрична, щільна, з віком з порожниною, кольору шапки або світліша. • М’якоть: білуватий, на зламі жовтіє, неприємний на смак, без особливого запаху. • Споровий порошок: світло-вохряний. • Молочний сік: білий або водянисто-білий, на повітрі стає сірчано-жовтим; спочатку солодкуватий, згодом гіркий, далі пекуче-їдкий.",липень — жовтень.,
Lactarius hepaticus,Хрящ-молочник оранжево-пластинчастий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська|Сумська|Чернігівська,"• Шапка: 2–5,5 (7) см, увігнуто-розпростерта, часто з маленьким конусовидним виступом у центрі; червоно-коричнева, каштаново-коричнева, до краю світліша, з віком вицвітає до червонувато-жовто-коричневої; гола, суха. • Пластинки: спускаються на ніжку, густі, вузькі, червонувато-рудуваті, майже оранжеві, з віком рудувато-коричнюваті, часто припорошені споровою масою. • Ніжка: 3–5 (6) × 0,4–0,8 см, циліндрична, щільна, з віком з каналом, кольору шапки, біля основи волосиста. • М’якоть: світло-вохряний, у ніжці червонуватий, біля основи лілувато-червонуватий, на зламі стає сірчано-жовтим; пекуче-їдкий; з незначним приємним запахом. • Споровий порошок: світло-жовта. • Молочний сік: білий або водянисто-безбарвний, на повітрі стає темно-жовтим, пекуче-їдкий.",вересень — жовтень. Рідкісний вид.,
Lactarius scrobiculatus,Хрящ-молочник жовтий,conditionally_edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Тернопільська|Хмельницька|Чернівецька,"• Шапка: 5–15 (20) см, товсто-щільно-м’ясиста, увігнуто-розпростерта, часом лійковидна; жовта, жовто-вохряна, при натискуванні коричневіє; слизька; з підігнутим шерстистим, згодом темно-волокнисто-плівчасто-лускатим краєм. • Пластинки: спускаються на ніжку, вузькі, густі, білуваті, жовтуваті з червонуватим відтінком. • Ніжка: 3–6 (8) × 1,5–3,5 см, коротша за діаметр шапки, кольору шапки або світліша, з ум’ятинами, щільна, згодом з порожниною. • М’якоть: білий, з віком жовтуватий, на зламі стає сірчано-жовтим; пекуче-їдкий; з приємним запахом. • Споровий порошок: світло-вохряний. • Молочний сік: білий, пекуче-їдкий, на повітрі стає сірчано-жовтим.",липень — вересень.,
Lactarius trivialis,Хрящ-молочник сизий,conditionally_edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: (3) 5–15 (20) см, дуже щільном’ясиста, опукло- або увігнуто-розпростерта; спочатку лілувато-сиза, синювато-сіра, з віком сірувато-червонувато-рудувата або лілово-коричнювата; гола, слизька, при натискуванні коричневіє. • Пластинки: спускаються на ніжку, широкі, білуваті, згодом світло-вохряні. • Ніжка: 4–12 × 1–3,5 см, з порожниною, світло-вохряна або оранжева з м’ясо-червоним відтінком, слизька. • М’якоть: білуватий, під шкіркою лілувато-сірий або коричнюватий, у ніжці біля основи рудуватий, з легким запахом оселедця, на зламі злегка жовтіє. • Споровий порошок: жовтуватий. • Молочний сік: білий, на повітрі стає сірчано-жовтим, сухий сірувато-зелений, дуже пекуче-їдкий.",липень — жовтень.,
Lactarius musteus,Хрящ-молочник моховий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська,"• Шапка: 4–8 (10) см, вохряно-сірувата, вохряно-сіра, з віком нерівномірно червонувато-сіра; часто асиметрична, опукло- або увігнуто-розпростерта, іноді лійковидна; з підігнутим, згодом опущеним, з віком короткорубчастим краєм; спочатку по краю тонковолосиста, потім гола, клейка, при підсиханні блискуча. • Пластинки: спускаються на ніжку, вузькі, густі, білуваті, згодом червонувато-жовтуваті, при натискуванні стають іржаво-коричневими. • Ніжка: 3–7 × 1,3–5 см, циліндрична, часто зігнута, щільна, з віком з порожниною, кольору шапки, зморшкувата. • М’якоть: білий, при натискуванні стає іржаво-коричнюватим, солодкий, з приємним фруктовим запахом. • Споровий порошок: жовтуватий. • Молочний сік: білий, на повітрі стає сірчано-жовтим, солодкий (після з’явлення швидко зникає).",серпень — жовтень. Рідкісний вид.,
Lactarius rubrocinctus,Хрящ-молочник рубчастий,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Чернівецька,"• Шапка: 4–10 см, увігнуто-розпростерта або лійковидна, з опущеним, груборубчастим краєм; червонувато-вохряна, червонувато-сіро-вохряна, червонувато-коричнева; гола або зерниста, шорстка, іноді дрібногорбкувата, при натискуванні стає пурпурово-коричневою. • Пластинки: спускаються на ніжку, густі, вузькі, кремові, з віком червонувато-вохряні. • Ніжка: 3–7 × 0,4–2 см, циліндрична, біля основи звужена, щільна, з віком з порожниною, кольору шапки, внизу темно-червона, волосиста. • М’якоть: світло-вохряний або червонувато-жовтуватий, у ніжці біля основи іржаво-коричневий або червонувато-темно-коричневий, з неприємним запахом; гіркий або пекуче-їдкий. • Споровий порошок: червонувата, світло-вохряна. • Молочний сік: білий, водянисто-білий, на повітрі коричневіє; спочатку солодкий, потім гіркий і пекуче-їдкий.",липень — жовтень.,
Lactarius glaucescens,Хрящ-молочник зеленіючий,edible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська,"• Шапка: 5–10 (15) см, щільном’ясиста, здебільшого асиметрична, увігнуто-розпростерта або лійковидна, з опущеним краєм; біла, кремова або нерівномірно біло-рудувата, з віком стає брудно-вохряно-рудувато-плямиста; суха, гола. • Пластинки: спускаються на ніжку, густі, вузькі, білі, з часом рожевувато-жовтуваті, на зламі сіро-зелено-плямисті. • Ніжка: 3–7 × 1–4 см, тонкозморшкувата, вгорі пухнаста, щільна, кольору шапки. • М’якоть: білий, щільний, із слабким приємним запахом; їдкий. • Споровий порошок: біла. • Молочний сік: білий, пекуче-їдкий, на повітрі, особливо при підсиханні, стає зеленувато-синюватим або сіро-зеленим.",серпень — жовтень.,
Lactarius blennius,Хрящ-молочник сіро-зелений,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Закарпатська|Львівська|Чернівецька,"• Шапка: 4–8 (10) см, зеленувато-сіра, темно-оливково- або зеленувато-сіро-коричнювата, в центрі іноді червонувато- або лілувато-сіро-коричнева; часто з вузькими темнішими концентричними смугами; гола, слизька; увігнуто-розпростерта, з підігнутим, потім опущеним, часом хвилястим краєм. • Пластинки: спускаються на ніжку, густі, вузькі, білі, згодом жовтуваті, з віком червонувато-жовтуваті або рудуваті, часто з сірувато-зеленуватими краплями підсохлого молочного соку. • Ніжка: 3–6 × 0,8–1,5 (2) см, циліндрична або донизу злегка звужена, нещільна, з порожниною, кольору шапки або світліша, клейка, при натискуванні сіріє або коричневіє. • М’якоть: білуватий, з віком сіруватий, пекуче-їдкий, без особливого запаху. • Споровий порошок: жовтуватий. • Молочний сік: білий, на повітрі (разом з м’якушем) стає сірим або зеленувато-сірим, при відділенні від м’якуша не змінюється, пекуче-їдкий.",липень — жовтень.,
Lactarius vietus,Хрящ-молочник бляклий,conditionally_edible,0,0,0,0,0,0,,0,1,,Полтавська|Сумська|Харківська|Чернігівська,"• Шапка: 2,5–7 (10) см, лілувато-сіро-коричнювата або лілувато-сіра, до краю світліша, часто з невиразними зонами; слизька, клейка, при підсиханні блискуча; у центрі іноді зморшкувата, тупоконусовидна, згодом плоско- або увігнуто-розпростерта, іноді з маленьким конусовидним виступом, часом лійковидна; з підігнутим, потім плоским тонким краєм. • Пластинки: кремуваті, згодом сірувато-жовтуваті, з червонуватим відтінком, при дотику сіро-оливково-коричневі. • Ніжка: 3–6 (8) × 0,4–1,5 см, щільна, з віком часто з порожниною, білувата або світло-лілувато-сірувата, іноді вохряно-сірувата, суха. • М’якоть: білуватий, під шкіркою темніший, їдкуватий, без особливого запаху, на зламі сіріє. • Споровий порошок: жовтуватий. • Молочний сік: білий, на повітрі стає оливково- або зелено-сірим; спочатку солодкий, потім пекучий.",вересень — жовтень.,
Lactarius uvidus,Хрящ-молочник ліловіючий,conditionally_edible,0,0,0,0,0,0,,0,1,,Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Хмельницька|Чернігівська,"• Шапка: 4–10 см, фіолетово-сіра, м’ясо-сіра, сірувато-лілувато-коричнювата, з невиразними темнішими зонами; опукло- або плоско-розпростерта, іноді з горбочком, часто увігнута до лійковидної; гола, слизька, при підсиханні блискуча. • Пластинки: спускаються на ніжку, вузькі, білі, згодом жовтуваті; при дотику ліловіють або синіють. • Ніжка: 5–12 × 0,5–2 см, спочатку щільна, з віком з порожниною; білувата, потім світло-лілувато-сірувата, біля основи повстисто-волокниста, жовтувата, клейкувата; при дотику ліловіє. • М’якоть: білий, у ніжці внизу жовтуватий; гіркуватий. • Споровий порошок: жовтуватий. • Молочний сік: білий, на повітрі ліловіє, при відділенні від м’якуша не змінюється; гіркий.",серпень — жовтень.,
Lactarius violascens,Хрящ-молочник фіолетовий,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Львівська|Тернопільська,"• Шапка: 5–10 (15) см, фіолетово-коричнева, з кількома темнішими концентричними зонами; увігнуто-розпростерта; при натискуванні темніє. • Пластинки: жовтуваті, згодом коричнюваті, з вохряним відтінком; при натискуванні повільно стають червоно-фіолетовими, далі фіолетово-коричневими. • Ніжка: (2–3) 4–6 × 1–2,5 см, щільна, з часом з порожниною; вохряно-коричнювата, вгорі борошниста, біля основи волокниста; при натискуванні червонувато-фіолетова. • М’якоть: щільний, жовтувато- або коричнювато-білуватий, гіркуватий, на зламі в ніжці та над пластинками червонувато-фіолетовий; із приємним запахом. • Споровий порошок: жовтуватий. • Молочний сік: водянисто-білий або білий, на повітрі ліловіє, гіркуватий.",липень — жовтень.,
Lactarius aspideus,Хрящ-молочник жовтуватий ліловіючий,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Львівська|Тернопільська,"• Шапка: 3–5 (9) см, білувато-жовта, іноді лимонно-жовта, до краю світліша; опукло- або плоско-розпростерта, з віком увігнуто-розпростерта; гола, суха, при зволоженні клейка або слизиста; при натискуванні лілово-сіра до коричнево-фіолетової. • Пластинки: білі, з віком жовтуваті, з сірувато-червонуватим відтінком; вузькі, спускаються на ніжку; при дотику ліловіють, далі стають лілово-сірими, коричнюватими. • Ніжка: 3–8 × 0,5–1,5 см, циліндрична або до основи розширена, щільна; вгорі білувата, донизу жовтувата, біля основи іноді руда; при дотику ліловіє, потім стає лілово-сірою. • М’якоть: білий, з приємним запахом, на зламі швидко ліловіє, потім повільно знебарвлюється; спочатку солодкий, згодом пекуче-гіркий. • Споровий порошок: жовта. • Молочний сік: білий, спочатку у великій кількості, згодом майже зникає; на повітрі повільно ліловіє; мінливого смаку: спочатку солодкий, потім гіркий, далі пекучий.",липень — вересень.,
Lactarius repraesentaneus,Хрящ-молочник золотисто-жовтий ліловіючий,conditionally_edible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська|Сумська|Чернігівська,"• Шапка: 5–10 (15) см, яскраво-жовта, золотисто-жовта; щільном’ясиста, подушковидно-опукла, згодом опукло-розпростерта, часто в центрі увігнута, з горбочком; притиснуто-волокниста, в центрі майже гола; з підігнутим, потім опущеним, пластівчасто- або волокнисто-лускатим, волохатим краєм; при зволоженні слизька, при підсиханні блискуча; від натискування ліловіє. • Пластинки: вузькі, густі, жовтуваті, згодом рожевувато-жовті, з бурувато-лілуватими плямами. • Ніжка: 4,5–8 (10) × 1–2,5 (3) см, здебільшого коротша за діаметр шапки; щільна, згодом з порожниною; кольору шапки або світліша; при зволоженні клейка, потім суха; при натискуванні ліловіє. • М’якоть: щільний, жовтуватий, на зламі стає нерівномірно розпливчасто-ліловим; із сильним приємним запахом; без особливого смаку або гіркуватий. • Споровий порошок: жовта. • Молочний сік: білий або водянисто-безбарвний, гіркуватий, на повітрі (разом з м’якушем) ліловіє, при відділенні не змінюється.",липень — жовтень.,
Lactarius pubescens,Хрящ-молочник пухнастий,conditionally_edible,0,0,0,0,0,0,,0,1,,Волинська|Рівненська,"• Шапка: 2–9 см, волохата, волокнисто-пластівчаста, з віком здебільшого майже гола; тонком’ясиста, увігнуто-розпростерта; із закрученим пластівчасто-волосистим волохатим краєм; біла або кремова, у центрі темніша — до вохряної, рожевувато-вохряної; клейка. • Пластинки: вузькі, білуваті, згодом рожевувато-кремові. • Ніжка: (1) 2–5 × 1–1,5 см, дуже коротка, вгорі білувата, донизу рудувата або рожевувато-рудувата, з порожниною. • М’якоть: щільний, білий, пекуче-їдкий. • Споровий порошок: рожевувато-кремова. • Молочний сік: білий, пекуче-їдкий, на повітрі не змінюється.",вересень — жовтень.,
Lactarius controversus,Хрящ-молочник осиковий,conditionally_edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Житомирська|Київська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Чернігівська,"• Шапка: 5–15 (20) см, товсто-щільном’ясиста, спочатку подушковидно-опукла, згодом увігнуто-розпростерта; спочатку з закрученим повстистим, потім опущеним голим краєм; світло-кремова, з розпливчастими рожевими або червонуватими плямами, іноді вся брудно-рожевувата; гола, клейкувата, часто по краю з водянистими концентричними зонами. • Пластинки: кремуваті з рожевим відтінком, з віком брудно-рожевуваті, брудно-червонуваті; густі, вузькі. • Ніжка: 2–5 × 1,5–4 (5) см, значно коротша за діаметр шапки, щільна, кольору шапки. • М’якоть: дуже щільний, білуватий, з віком у шапці рожевуватий, у ніжці жовтий; на зламі не змінюється; пекуче-їдкий; із приємним запахом. • Споровий порошок: рожевувата. • Молочний сік: білий, їдкий або гіркий; у молодих плодових тіл не дуже їдкий; на повітрі не змінюється.",серпень — листопад.,
Lactarius turpis,Хрящ-молочник оливково-чорний,conditionally_edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Вінницька|Житомирська|Київська|Кіровоградська|Львівська|Рівненська|Тернопільська|Хмельницька|Черкаська,"• Шапка: 5–10 (20) см, оливково-коричнева, оливково-бура, іноді оливково-чорнувата, до краю світліша, жовтувата; з б.-м. яскравими темнішими концентричними зонами; гола, клейка; щільном’ясиста, увігнуто-розпростерта, з підігнутим, потім опущеним краєм. • Пластинки: вузькі, білуваті або жовтуваті, згодом брудно-жовті до коричнюватих; стиглі при дотику коричневіють або буріють. • Ніжка: 3–6 (8) × 1–2,5 см, щільна, кольору шапки або світліша, ямчаста, клейка. • М’якоть: білий, на зламі темніє; їдкуватий; із слабким грибним запахом. • Споровий порошок: кремова. • Молочний сік: білий або водянисто-безбарвний, на повітрі не змінюється, пекуче-їдкий.",липень — листопад.,
Lactarius mammosus,Хрящ-молочник сосочковий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська|Сумська|Чернігівська,"• Шапка: 3–6 (9) см, сіро-коричнева, темно-коричнева, темно-сіро-бура, чорно-коричнювата, іноді з легким фіолетовим відтінком, до краю світліша; суха, волокнисто-повстиста або волокнисто-луската; тонком’ясиста, плоско-розпростерта, згодом часом увігнуто-розпростерта, часто з горбочком у центрі. • Пластинки: густі, вузькі, жовті, з часом червонувато-рудуваті; при натискуванні коричневіють. • Ніжка: 3–5 (7) × 0,8–2 см, циліндрична, щільна, згодом з каналом; білувата, з віком кольору шапки; при натискуванні стає буро-вохряною. • М’якоть: у шапці білуватий, під шкіркою темний, у ніжці червонувато-рудуватий; щільний, солодкуватий; у свіжих плодових тіл без запаху, у підсихаючих — з ароматним приємним запахом. • Споровий порошок: кремова. • Молочний сік: білий, на повітрі не змінюється; спочатку солодкуватий, згодом гострий або гіркий; у старих плодових тіл майже відсутній.",серпень — жовтень.,
Lactarius flexuosus,Хрящ-молочник сіро-лілуватий,conditionally_edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Кіровоградська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–10 (15) см, брудно-лілово-сіра, коричнювато-лілово-сіра, з темнішими концентричними смугами, іноді без смуг; товсто-щільном’ясиста, опукло- або увігнуто-розпростерта, іноді лійковидна, часто асиметрична; з підігнутим, згодом опущеним хвилястим або лопатевидним краєм; суха, при зволоженні клейкувата; при натискуванні темніє. • Пластинки: товсті, рідкі, з проміжними жилками, кремові, з віком червонувато-світло-вохряні. • Ніжка: 3–8 × 1,5–3,5 см, донизу звужується; вгорі білувата, донизу кольору шапки; щільна; при натискуванні темніє. • М’якоть: жовтувато-білуватий, під шкіркою лілувато-коричнюватий; пекуче-їдкий, при підсиханні гіркуватий; із приємним запахом. • Споровий порошок: кремова. • Молочний сік: білий (засихаючий кремовий), дуже пекуче-їдкий.",липень — вересень.,
Lactarius spinosulus,Хрящ-молочник шипастий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Кіровоградська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 1,5–4,5 (6) см, лілувато-сіро-рожева, лілувато-сіро-червонувата; радіальноволокниста, стовбурчастолуската; тонком’ясиста, опукло- або плоско-розпростерта, іноді майже лійковидна, здебільшого з гострим горбочком у центрі, з опущеним тонким краєм; клейка; при натискуванні зеленіє. • Пластинки: тонкі, густі, з віком рідкі, вузькі, світло-вохряні, далі червонувато-вохряні, припорошені споровою масою; при натискуванні стають коричнево-зеленуватими. • Ніжка: 2–5 × 0,3–0,8 см, донизу звужена, щільна або з каналом; кольору шапки, біля основи часом рудувата. • М’якоть: нерівномірно жовтувато-білуватий; спочатку солодкуватий, згодом (швидко) гоструватий; без особливого запаху; при натискуванні стає темно-зеленим. • Споровий порошок: рожевувато-світло-вохряна. • Молочний сік: білий, солодкуватий, згодом пекуче-їдкуватий.",серпень — вересень.,
Russula albonigra,Сироїжка біло-чорна,conditionally_edible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula nigricans,Сироїжка чорніюча,conditionally_edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula densifolia,Сироїжка густопластинчаста,inedible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula adusta,Сироїжка чорна,conditionally_edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula decolorans,Сироїжка вицвітаюча,edible,0,0,0,0,0,0,,0,1,,,,червень — жовтень.,
Russula obscura,Сироїжка темна,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula claroflava,Сироїжка світло-жовта,edible,0,0,0,0,0,0,,0,1,,,,червень — жовтень.,
Russula ochroleuca,Сироїжка вохряно-жовта,inedible,0,0,0,0,0,0,,0,1,,,,липень — вересень.,
Russula puellaris,Сироїжка дівоча,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula viscida,Сироїжка слизька,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula lilacea,Сироїжка лілова,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula pulchella,Сироїжка гарна,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula olivacea,Сироїжка оливково-зелена,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula atropurpurea,Сироїжка чорно-пурпурова,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula lutea,Сироїжка червоно-жовта,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula mustelina,Сироїжка коричнева,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula mollis,Сироїжка м'яка,edible,0,0,0,0,0,0,,0,1,,,,серпень — жовтень.,
Russula aeruginosa,Сироїжка зелена велика,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula amoena,Сироїжка зерниста,edible,0,0,0,0,0,0,,0,1,,,,липень — вересень.,
Russula heterophylla,Сироїжка різнопластинчаста,edible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula grisea,Сироїжка сіра,edible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula roseipes,Сироїжка рожевонога,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula brunneoviolacea,Сироїжка коричнево-лілова,edible,0,0,0,0,0,0,,0,1,,,,серпень — жовтень.,
Russula melliolens,Сироїжка медова,edible,0,0,0,0,0,0,,0,1,,,,червень — жовтень.,
Russula aurata,Сироїжка золотиста,edible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula paludosa,Сироїжка болотяна,edible,0,0,0,0,0,0,,0,1,,,,серпень — жовтень.,
Russula curtipes,Сироїжка коротконога,edible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula alutacea,Сироїжка зелено-червона,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula integra,Сироїжка бездоганна,edible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula fellea,Сироїжка жовта,inedible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula farinipes,Сироїжка валуєвидна,inedible,0,0,0,0,0,0,,0,1,,,,,
Russula consobrina,Сироїжка сірувато-бура,inedible,0,0,0,0,0,0,,0,1,,,,,
Russula pectinata,Сироїжка гребінчаста,inedible,0,0,0,0,0,0,,0,1,,,,,
Russula maculata,Сироїжка плямиста,inedible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula rubra,Сироїжка червона,inedible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula sanguinea,Сироїжка криваво-червона,inedible,0,0,0,0,0,0,,0,1,,,,липень — жовтень.,
Russula badia,Сироїжка пурпурово-коричнева,inedible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula sardonia,Сироїжка темно-фіолетова,inedible,0,0,0,0,0,0,,0,1,,,,липень — вересень.,
Russula queletii,Сироїжка Келета,inedible,0,0,0,0,0,0,,0,1,,,,липень — вересень.,
Russula rosea,Сироїжка рожева,conditionally_edible,0,0,0,0,0,0,,0,1,,,,серпень — жовтень.,
Russula pseudointegra,Сироїжка рум'яна,conditionally_edible,0,0,0,0,0,0,,0,1,,,,серпень — жовтень.,
Russula caerulea,Сироїжка лазурова,edible,0,0,0,0,0,0,,0,1,,,,серпень — вересень.,
Russula nauseosa,Сироїжка бридка,inedible,0,0,0,0,0,0,,0,1,,,,серпень — жовтень.,
Tricholoma album,Рядовка біла,poisonous,0,0,0,1,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–12 см, біла або кремова, гола, суха; опукла, згодом плоско-розпростерта, з підігнутим краєм. • Пластинки: білі, густі, прирослі. • Ніжка: 5–10 × 1–2 см, біла, волокниста, щільна. • М'якоть: біла, з неприємним запахом, пекучо-гірка. • Споровий порошок: білий.",серпень — жовтень.,
Tricholoma sulphureum,Рядовка сірчано-жовта,poisonous,0,0,0,1,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 3–8 см, сірчано-жовта або оливкувато-жовта, шовковиста; опукла, згодом плоско-розпростерта. • Пластинки: жовті, густі, прирослі. • Ніжка: 5–10 × 1–1,5 см, жовта, волокниста. • М'якоть: жовта, з дуже неприємним запахом (сірководню або газу). • Споровий порошок: білий.",серпень — жовтень.,
Tricholoma virgatum,Рядовка волокниста,poisonous,0,0,0,1,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 3–9 см, сіра або лілувато-сіра, радіально-чорноволокниста; опукла, згодом плоско-розпростерта, з горбочком. • Пластинки: білі, з часом сірі, густі. • Ніжка: 6–12 × 0,8–2,2 см, біла, сірувата, волокниста. • М'якоть: сірувата, дуже гірка, з неприємним запахом. • Споровий порошок: білий.",серпень — жовтень.,
Tricholoma vaccinum,Рядовка рудувато-червона,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 4–7 см, червоно- або рудо-коричнева, шерстисто-повстисто-луската; опукла, згодом плоско-розпростерта, з горбочком. • Пластинки: білуваті, згодом брудно-червонуваті, густі. • Ніжка: 4–10 × 1–1,5 см, кольору шапки, волокнисто-луската. • М'якоть: біла, з запахом борошна. • Споровий порошок: білий.",серпень — жовтень.,
Tricholoma imbricatum,Рядовка черепичаста,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 4–10 см, рудувато- або буро-коричнева, волокнисто-луската (луски розташовані як черепиця); опукла, згодом плоско-розпростерта, з горбочком. • Пластинки: білуваті, згодом червонувато-коричнюваті, густі. • Ніжка: 7–13 × 1–2,5 см, білувата, волокниста. • М'якоть: білувата, з запахом борошна. • Споровий порошок: білий.",серпень — жовтень.,
